Date,Temperature
2019-11-07 12:53.33,309
2019-11-07 12:53.35,288
2019-11-07 12:53.41,0
2019-11-07 12:53.43,457
2019-11-07 12:53.45,405
2019-11-07 12:53.47,341
2019-11-07 12:53.49,341
2019-11-07 12:53.51,325
2019-11-07 12:53.53,322
2019-11-07 12:53.55,296
2019-11-07 12:53.57,293
2019-11-07 12:53.59,310
2019-11-07 12:54.01,287
2019-11-07 12:54.05,0
2019-11-07 12:54.07,459
2019-11-07 12:54.10,403
2019-11-07 12:54.12,356
2019-11-07 12:54.14,356
2019-11-07 12:54.16,312
2019-11-07 12:54.18,318
2019-11-07 12:54.20,315
2019-11-07 12:54.22,296
2019-11-07 12:54.24,289
2019-11-07 12:54.26,308
2019-11-07 12:54.44,0
2019-11-07 12:54.46,454
2019-11-07 12:54.48,393
2019-11-07 12:54.50,359
2019-11-07 12:54.52,359
2019-11-07 12:54.54,316
2019-11-07 12:54.56,302
2019-11-07 12:54.58,293
2019-11-07 12:55.00,311
2019-11-07 12:55.02,298
2019-11-07 12:55.04,288
2019-11-07 12:55.06,288
2019-11-07 12:55.08,310
2019-11-07 12:55.10,309
2019-11-07 12:55.12,294
2019-11-07 12:55.14,288
2019-11-07 12:55.18,0
2019-11-07 12:55.20,456
2019-11-07 12:55.22,399
2019-11-07 12:55.24,344
2019-11-07 12:55.26,344
2019-11-07 12:55.28,312
2019-11-07 12:55.30,319
2019-11-07 12:55.32,298
2019-11-07 12:55.34,295
2019-11-07 12:55.36,310
2019-11-07 12:55.38,300
2019-11-07 12:55.44,0
2019-11-07 12:55.46,480
2019-11-07 12:55.48,406
2019-11-07 12:55.50,339
2019-11-07 12:55.52,339
2019-11-07 12:55.56,0
2019-11-07 12:55.58,458
2019-11-07 12:56.00,391
2019-11-07 12:56.02,359
2019-11-07 12:56.04,359
2019-11-07 12:56.06,316
2019-11-07 12:56.08,300
2019-11-07 12:56.10,295
2019-11-07 12:56.15,0
2019-11-07 12:56.17,462
2019-11-07 12:56.19,403
2019-11-07 12:56.21,341
2019-11-07 12:56.41,0
2019-11-07 12:56.43,461
2019-11-07 12:56.45,381
2019-11-07 12:56.47,356
2019-11-07 12:56.49,356
2019-11-07 12:56.51,328
2019-11-07 12:56.53,299
2019-11-07 12:56.57,0
2019-11-07 12:56.59,476
2019-11-07 12:57.01,383
2019-11-07 12:57.03,360
2019-11-07 12:57.05,360
2019-11-07 12:57.07,316
2019-11-07 12:57.09,309
2019-11-07 12:57.11,317
2019-11-07 12:57.13,295
2019-11-07 12:57.15,290
2019-11-07 12:57.17,308
2019-11-07 12:57.19,308
2019-11-07 12:57.23,0
2019-11-07 12:57.25,478
2019-11-07 12:57.27,394
2019-11-07 12:57.29,339
2019-11-07 12:57.31,339
2019-11-07 12:57.36,0
2019-11-07 12:57.38,485
2019-11-07 12:57.40,370
2019-11-07 12:57.42,336
2019-11-07 12:57.44,336
2019-11-07 12:57.46,322
2019-11-07 12:57.48,319
2019-11-07 12:57.50,304
2019-11-07 12:57.52,291
2019-11-07 12:57.54,297
2019-11-07 12:57.56,309
2019-11-07 12:57.58,309
2019-11-07 12:58.00,288
2019-11-07 12:58.02,307
2019-11-07 12:58.04,304
2019-11-07 12:58.06,288
2019-11-07 12:58.08,309
2019-11-07 12:58.10,309
2019-11-07 12:58.12,300
2019-11-07 12:58.14,288
2019-11-07 12:58.16,310
2019-11-07 12:58.21,0
2019-11-07 12:58.23,477
2019-11-07 12:58.25,383
2019-11-07 12:58.27,336
2019-11-07 12:58.29,336
2019-11-07 12:58.31,333
2019-11-07 12:58.33,306
2019-11-07 12:58.35,293
2019-11-07 12:58.37,311
2019-11-07 12:58.41,0
2019-11-07 12:58.43,480
2019-11-07 12:58.45,391
2019-11-07 12:58.47,337
2019-11-07 12:58.49,337
2019-11-07 12:58.51,331
2019-11-07 12:58.53,322
2019-11-07 12:58.55,313
2019-11-07 12:58.57,291
2019-11-07 12:58.59,286
2019-11-07 12:59.01,281
2019-11-07 12:59.03,281
2019-11-07 12:59.05,302
2019-11-07 12:59.07,297
2019-11-07 12:59.13,0
2019-11-07 12:59.15,441
2019-11-07 12:59.17,370
2019-11-07 12:59.19,350
2019-11-07 12:59.21,350
2019-11-07 12:59.23,322
2019-11-07 12:59.28,0
2019-11-07 12:59.30,467
2019-11-07 12:59.32,376
2019-11-07 12:59.34,325
2019-11-07 12:59.36,325
2019-11-07 12:59.38,321
2019-11-07 12:59.40,298
2019-11-07 12:59.42,280
2019-11-07 12:59.44,286
2019-11-07 12:59.49,0
2019-11-07 12:59.51,451
2019-11-07 12:59.53,392
2019-11-07 12:59.57,0
2019-11-07 12:59.59,463
2019-11-07 13:00.01,359
2019-11-07 13:00.03,328
2019-11-07 13:00.05,328
2019-11-07 13:00.07,321
2019-11-07 13:00.09,297
2019-11-07 13:00.11,281
2019-11-07 13:00.15,0
2019-11-07 13:00.17,448
2019-11-07 13:00.19,386
2019-11-07 13:00.21,350
2019-11-07 13:00.23,350
2019-11-07 13:00.27,0
2019-11-07 13:00.29,461
2019-11-07 13:00.31,368
2019-11-07 13:00.33,335
2019-11-07 13:00.35,335
2019-11-07 13:00.37,321
2019-11-07 13:00.42,0
2019-11-07 13:00.44,431
2019-11-07 13:00.46,392
2019-11-07 13:00.48,342
2019-11-07 13:00.50,342
2019-11-07 13:00.52,302
2019-11-07 13:00.54,309
2019-11-07 13:00.56,289
2019-11-07 13:00.58,290
2019-11-07 13:01.03,0
2019-11-07 13:01.05,488
2019-11-07 13:01.07,369
2019-11-07 13:01.09,333
2019-11-07 13:01.11,333
2019-11-07 13:01.13,325
2019-11-07 13:01.15,314
2019-11-07 13:01.17,289
2019-11-07 13:01.19,282
2019-11-07 13:01.21,300
2019-11-07 13:01.23,287
2019-11-07 13:01.28,0
2019-11-07 13:01.30,450
2019-11-07 13:01.32,373
2019-11-07 13:01.34,329
2019-11-07 13:01.39,0
2019-11-07 13:01.41,452
2019-11-07 13:01.43,387
2019-11-07 13:01.45,354
2019-11-07 13:01.47,354
2019-11-07 13:01.49,307
2019-11-07 13:01.51,318
2019-11-07 13:01.53,307
2019-11-07 13:01.55,267
2019-11-07 13:01.57,307
2019-11-07 13:01.59,311
2019-11-07 13:02.01,311
2019-11-07 13:02.03,270
2019-11-07 13:02.05,297
2019-11-07 13:02.07,278
2019-11-07 13:02.09,282
2019-11-07 13:02.11,312
2019-11-07 13:02.13,312
2019-11-07 13:02.15,281
2019-11-07 13:02.17,297
2019-11-07 13:02.19,283
2019-11-07 13:02.21,283
2019-11-07 13:02.23,301
2019-11-07 13:02.25,301
2019-11-07 13:02.27,279
2019-11-07 13:02.29,297
2019-11-07 13:02.31,300
2019-11-07 13:02.33,295
2019-11-07 13:02.36,279
2019-11-07 13:02.38,300
2019-11-07 13:02.40,300
2019-11-07 13:02.42,283
2019-11-07 13:02.44,275
2019-11-07 13:02.46,365
2019-11-07 13:02.48,238
2019-11-07 13:02.50,295
2019-11-07 13:02.52,295
2019-11-07 13:02.54,359
2019-11-07 13:02.56,216
2019-11-07 13:02.58,295
2019-11-07 13:03.00,298
2019-11-07 13:03.02,290
2019-11-07 13:03.04,290
2019-11-07 13:03.06,320
2019-11-07 13:03.08,261
2019-11-07 13:03.10,317
2019-11-07 13:03.12,283
2019-11-07 13:03.14,275
2019-11-07 13:03.16,275
2019-11-07 13:03.18,319
2019-11-07 13:03.20,269
2019-11-07 13:03.22,307
2019-11-07 13:03.24,282
2019-11-07 13:03.26,262
2019-11-07 13:03.28,317
2019-11-07 13:03.30,317
2019-11-07 13:03.32,277
2019-11-07 13:03.34,295
2019-11-07 13:03.36,302
2019-11-07 13:03.38,264
2019-11-07 13:03.40,319
2019-11-07 13:03.42,319
2019-11-07 13:03.44,262
2019-11-07 13:03.46,310
2019-11-07 13:03.48,269
2019-11-07 13:03.50,299
2019-11-07 13:03.52,316
2019-11-07 13:03.54,316
2019-11-07 13:03.56,266
2019-11-07 13:03.58,304
2019-11-07 13:04.00,288
2019-11-07 13:04.02,270
2019-11-07 13:04.04,298
2019-11-07 13:04.06,315
2019-11-07 13:04.08,315
2019-11-07 13:04.10,266
2019-11-07 13:04.12,302
2019-11-07 13:04.14,286
2019-11-07 13:04.16,241
2019-11-07 13:04.18,285
2019-11-07 13:04.20,285
2019-11-07 13:04.22,298
2019-11-07 13:04.24,264
2019-11-07 13:04.26,297
2019-11-07 13:04.28,275
2019-11-07 13:04.30,304
2019-11-07 13:04.32,304
2019-11-07 13:04.34,283
2019-11-07 13:04.36,297
2019-11-07 13:04.38,289
2019-11-07 13:04.40,288
2019-11-07 13:04.42,299
2019-11-07 13:04.44,278
2019-11-07 13:04.46,278
2019-11-07 13:04.48,281
2019-11-07 13:04.50,297
2019-11-07 13:04.52,280
2019-11-07 13:04.54,286
2019-11-07 13:04.56,322
2019-11-07 13:04.58,322
2019-11-07 13:05.00,274
2019-11-07 13:05.02,326
2019-11-07 13:05.04,281
2019-11-07 13:05.06,289
2019-11-07 13:05.08,304
2019-11-07 13:05.10,304
2019-11-07 13:05.12,265
2019-11-07 13:05.15,318
2019-11-07 13:05.17,275
2019-11-07 13:05.19,272
2019-11-07 13:05.21,323
2019-11-07 13:05.23,323
2019-11-07 13:05.25,273
2019-11-07 13:05.27,300
2019-11-07 13:05.29,314
2019-11-07 13:05.31,263
2019-11-07 13:05.33,314
2019-11-07 13:05.35,319
2019-11-07 13:05.37,319
2019-11-07 13:05.39,265
2019-11-07 13:05.41,305
2019-11-07 13:05.43,287
2019-11-07 13:05.45,255
2019-11-07 13:05.47,286
2019-11-07 13:05.49,286
2019-11-07 13:05.51,275
2019-11-07 13:05.53,276
2019-11-07 13:05.55,296
2019-11-07 13:05.57,280
2019-11-07 13:05.59,292
2019-11-07 13:06.01,292
2019-11-07 13:06.03,300
2019-11-07 13:06.05,277
2019-11-07 13:06.07,297
2019-11-07 14:23.17,0
2019-11-07 14:23.19,0
2019-11-07 14:23.21,0
2019-11-07 14:23.23,408
2019-11-07 14:23.25,408
2019-11-07 14:23.27,363
2019-11-07 14:23.29,316
2019-11-07 14:23.31,308
2019-11-07 16:02.02,0
2019-11-07 16:02.04,427
2019-11-07 16:02.06,365
2019-11-07 16:02.08,324
2019-11-07 16:02.10,324
2019-11-07 16:02.12,289
2019-11-07 16:02.14,259
2019-11-07 16:02.16,241
2019-11-07 16:02.18,251
2019-11-07 16:02.20,249
2019-11-07 16:02.22,249
2019-11-07 16:03.07,0
2019-11-07 16:03.09,383
2019-11-07 16:03.11,327
2019-11-07 16:03.13,282
2019-11-07 16:03.15,282
2019-11-07 16:03.17,253
2019-11-07 16:03.19,231
2019-11-07 16:03.21,236
2019-11-07 16:03.23,219
2019-11-07 16:03.25,214
2019-11-07 16:03.27,214
2019-11-07 16:03.35,0
2019-11-07 16:03.37,422
2019-11-07 16:03.39,354
2019-11-07 16:03.41,310
2019-11-07 16:03.43,310
2019-11-07 16:03.45,281
2019-11-07 16:03.47,265
2019-11-07 16:03.49,257
2019-11-07 16:03.51,250
2019-11-07 16:03.53,243
2019-11-07 16:03.55,243
2019-11-07 16:03.57,231
2019-11-07 16:03.59,237
2019-11-07 16:04.01,241
2019-11-07 16:04.03,241
2019-11-07 16:04.07,0
2019-11-07 16:04.09,413
2019-11-07 16:04.11,344
2019-11-07 16:04.13,301
2019-11-07 16:04.15,301
2019-11-07 16:04.17,269
2019-11-07 16:04.19,261
2019-11-07 16:04.21,257
2019-11-07 16:04.23,253
2019-11-07 16:04.25,250
2019-11-07 16:04.27,250
2019-11-07 16:04.34,0
2019-11-07 16:04.36,416
2019-11-07 16:04.38,347
2019-11-07 16:04.40,303
2019-11-07 16:04.42,303
2019-11-07 16:04.44,282
2019-11-07 16:04.46,267
2019-11-07 16:04.48,258
2019-11-07 16:04.50,246
2019-11-07 16:04.52,242
2019-11-07 16:04.54,242
2019-11-07 16:04.56,240
2019-11-07 16:04.58,239
2019-11-07 16:05.00,239
2019-11-07 16:05.34,0
2019-11-07 16:05.36,0
2019-11-07 16:05.38,0
2019-11-07 16:05.40,437
2019-11-07 16:05.42,365
2019-11-07 16:05.44,324
2019-11-07 16:05.46,324
2019-11-07 16:05.48,303
2019-11-07 16:05.50,293
2019-11-07 16:05.52,289
2019-11-07 16:05.54,287
2019-11-07 16:05.56,288
2019-11-07 16:05.58,288
2019-11-07 16:06.00,288
2019-11-07 16:06.02,286
2019-11-07 16:06.04,287
2019-11-07 16:06.06,285
2019-11-07 16:06.08,287
2019-11-07 16:06.10,287
2019-11-07 16:06.12,287
2019-11-07 16:06.14,289
2019-11-07 16:06.16,290
2019-11-07 16:06.18,292
2019-11-07 16:06.20,291
2019-11-07 16:06.22,287
2019-11-07 16:06.24,287
2019-11-07 16:06.26,285
2019-11-07 16:06.29,284
2019-11-07 16:06.31,287
2019-11-07 16:06.33,287
2019-11-07 16:06.35,287
2019-11-07 16:06.37,287
2019-11-07 16:06.39,287
2019-11-07 16:06.41,287
2019-11-07 16:06.43,288
2019-11-07 16:06.45,289
2019-11-07 16:06.47,288
2019-11-07 16:06.49,288
2019-11-07 16:06.51,287
2019-11-07 16:06.53,287
2019-11-07 16:06.55,288
2019-11-07 16:06.57,290
2019-11-07 16:06.59,288
2019-11-07 16:07.01,286
2019-11-07 16:07.03,286
2019-11-08 07:25.15,0
2019-11-08 07:29.53,0
2019-11-08 07:49.57,0
2019-11-08 07:58.40,0
