Date,Temperature
2019-11-07 12:41.56,257
2019-11-07 12:41.58,294
2019-11-07 12:42.00,297
2019-11-07 12:42.02,297
2019-11-07 12:42.04,269
2019-11-07 12:42.06,287
2019-11-07 12:42.08,287
2019-11-07 12:42.10,291
2019-11-07 12:42.12,258
2019-11-07 12:42.14,258
2019-11-07 12:42.16,304
2019-11-07 12:42.18,266
2019-11-07 12:42.21,292
2019-11-07 12:42.23,292
2019-11-07 12:42.25,299
2019-11-07 12:42.27,305
2019-11-07 12:42.29,305
2019-11-07 12:42.31,260
2019-11-07 12:42.33,305
2019-11-07 12:42.35,305
2019-11-07 12:42.37,279
2019-11-07 12:42.39,261
2019-11-07 12:42.41,293
2019-11-07 12:42.43,293
2019-11-07 12:42.45,307
2019-11-07 12:42.47,268
2019-11-07 12:42.49,268
2019-11-07 12:42.51,257
2019-11-07 12:42.53,301
2019-11-07 12:42.55,301
2019-11-07 12:42.57,279
2019-11-07 12:42.59,257
2019-11-07 12:43.01,257
2019-11-07 12:43.03,301
2019-11-07 12:43.05,302
2019-11-07 12:43.07,258
2019-11-07 12:43.09,258
2019-11-07 12:43.11,305
2019-11-07 12:43.13,297
2019-11-07 12:43.15,297
2019-11-07 12:43.17,265
2019-11-07 12:43.19,266
2019-11-07 12:43.21,266
2019-11-07 12:43.23,301
2019-11-07 12:43.25,292
2019-11-07 12:43.27,264
2019-11-07 12:43.29,264
2019-11-07 12:43.31,263
2019-11-07 12:43.33,303
2019-11-07 12:43.35,303
2019-11-07 12:43.37,282
2019-11-07 12:43.39,262
2019-11-07 12:43.41,262
2019-11-07 12:43.43,305
2019-11-07 12:43.45,285
2019-11-07 12:43.47,285
2019-11-07 12:43.49,261
2019-11-07 12:43.51,295
2019-11-07 12:43.53,310
2019-11-07 12:43.55,310
2019-11-07 12:43.57,274
2019-11-07 12:43.59,259
2019-11-07 12:44.01,259
2019-11-07 12:44.03,295
2019-11-07 12:44.05,275
2019-11-07 12:44.07,275
2019-11-07 12:44.09,253
2019-11-07 12:44.11,315
2019-11-07 12:44.13,296
2019-11-07 12:44.15,296
2019-11-07 12:44.17,260
2019-11-07 12:44.19,273
2019-11-07 12:44.21,273
2019-11-07 12:44.23,287
2019-11-07 12:44.25,290
2019-11-07 12:44.27,290
2019-11-07 12:44.29,272
2019-11-07 12:44.31,286
2019-11-07 12:44.33,286
2019-11-07 12:44.35,297
2019-11-07 12:44.37,279
2019-11-07 12:44.39,279
2019-11-07 12:44.41,279
2019-11-07 12:44.43,297
2019-11-07 12:44.45,279
2019-11-07 12:44.47,279
2019-11-07 12:44.49,282
2019-11-07 12:44.51,296
2019-11-07 12:44.53,296
2019-11-07 12:44.55,278
2019-11-07 12:44.57,287
2019-11-07 12:44.59,297
2019-11-07 12:45.01,297
2019-11-07 12:45.03,292
2019-11-07 12:45.05,269
2019-11-07 12:45.07,269
2019-11-07 12:45.10,293
2019-11-07 12:45.12,297
2019-11-07 12:45.14,297
2019-11-07 12:45.16,277
2019-11-07 12:45.18,283
2019-11-07 12:45.20,283
2019-11-07 12:45.22,297
2019-11-07 12:45.24,278
2019-11-07 12:45.26,275
2019-11-07 12:45.28,275
2019-11-07 12:45.30,296
2019-11-07 12:45.32,287
2019-11-07 12:45.34,287
2019-11-07 12:45.36,276
2019-11-07 12:45.38,296
2019-11-07 12:45.40,296
2019-11-07 12:45.42,296
2019-11-07 12:45.44,278
2019-11-07 12:45.46,298
2019-11-07 12:45.48,298
2019-11-07 12:45.50,277
2019-11-07 12:45.52,293
2019-11-07 12:45.54,293
2019-11-07 12:45.56,297
2019-11-07 12:46.03,0
2019-11-07 12:46.05,463
2019-11-07 12:46.07,371
2019-11-07 12:46.09,1023
2019-11-07 12:46.11,0
2019-11-07 12:46.13,0
2019-11-07 12:46.15,899
2019-11-07 12:46.17,651
2019-11-07 12:46.19,561
2019-11-07 12:46.21,454
2019-11-07 12:46.23,402
2019-11-07 12:46.25,402
2019-11-07 12:46.27,364
2019-11-07 12:46.29,324
2019-11-07 12:46.31,299
2019-11-07 12:46.33,313
2019-11-07 12:46.35,310
2019-11-07 12:46.37,289
2019-11-07 12:46.39,289
2019-11-07 12:46.41,287
2019-11-07 12:46.43,306
2019-11-07 12:46.45,301
2019-11-07 12:46.47,287
2019-11-07 12:46.49,306
2019-11-07 12:46.51,306
2019-11-07 12:46.53,299
2019-11-07 12:46.55,286
2019-11-07 12:46.57,309
2019-11-07 12:46.59,303
2019-11-07 12:47.01,286
2019-11-07 12:47.03,286
2019-11-07 12:47.05,308
2019-11-07 12:47.07,296
2019-11-07 12:47.12,0
2019-11-07 12:47.14,471
2019-11-07 12:47.16,378
2019-11-07 12:47.18,339
2019-11-07 12:47.20,330
2019-11-07 12:47.22,330
2019-11-07 12:47.24,319
2019-11-07 12:47.26,292
2019-11-07 12:47.28,308
2019-11-07 12:47.30,294
2019-11-07 12:47.32,286
2019-11-07 12:47.37,0
2019-11-07 12:47.39,474
2019-11-07 12:47.41,403
2019-11-07 12:47.43,337
2019-11-07 12:47.45,333
2019-11-07 12:47.47,333
2019-11-07 12:47.49,302
2019-11-07 12:47.51,307
2019-11-07 12:47.53,309
2019-11-07 12:47.55,288
2019-11-07 12:47.57,306
2019-11-07 12:47.59,306
2019-11-07 12:48.01,295
2019-11-07 12:48.03,286
2019-11-07 12:48.05,307
2019-11-07 12:48.07,284
2019-11-07 12:48.09,292
2019-11-07 12:48.11,303
2019-11-07 12:48.13,303
2019-11-07 12:48.15,285
2019-11-07 12:48.17,287
2019-11-07 12:48.21,0
2019-11-07 12:48.23,456
2019-11-07 12:48.25,400
2019-11-07 12:48.27,335
2019-11-07 12:48.29,327
2019-11-07 12:48.31,327
2019-11-07 12:48.33,315
2019-11-07 12:48.35,288
2019-11-07 12:48.37,304
2019-11-07 12:48.39,294
2019-11-07 12:48.44,0
2019-11-07 12:48.46,461
2019-11-07 12:48.48,403
2019-11-07 12:48.50,333
2019-11-07 12:48.52,327
2019-11-07 12:48.54,327
2019-11-07 12:48.56,317
2019-11-07 12:48.58,289
2019-11-07 12:49.00,305
2019-11-07 12:49.02,307
2019-11-07 12:49.08,0
2019-11-07 12:49.10,461
2019-11-07 12:49.12,396
2019-11-07 12:49.14,333
2019-11-07 12:49.16,329
2019-11-07 12:49.18,329
2019-11-07 12:49.20,300
2019-11-07 12:49.22,290
2019-11-07 12:49.24,307
2019-11-07 12:49.26,296
2019-11-07 12:49.28,285
2019-11-07 12:49.30,285
2019-11-07 12:49.32,306
2019-11-07 12:49.34,290
2019-11-07 12:49.36,285
2019-11-07 12:49.38,307
2019-11-07 12:49.40,285
2019-11-07 12:49.42,304
2019-11-07 12:49.44,304
2019-11-07 12:49.46,301
2019-11-07 12:49.48,285
2019-11-07 12:49.50,307
2019-11-07 12:49.52,271
2019-11-07 12:49.56,0
2019-11-07 12:49.58,470
2019-11-07 12:50.00,398
2019-11-07 12:50.02,333
2019-11-07 12:50.04,306
2019-11-07 12:50.09,0
2019-11-07 12:50.11,466
2019-11-07 12:50.13,400
2019-11-07 12:50.15,335
2019-11-07 12:50.17,329
2019-11-07 12:50.19,329
2019-11-07 12:50.21,300
2019-11-07 12:50.23,291
2019-11-07 12:50.25,307
2019-11-07 12:50.27,287
2019-11-07 12:50.29,303
2019-11-07 12:50.31,303
2019-11-07 12:50.33,299
2019-11-07 12:50.35,283
2019-11-07 12:50.37,303
2019-11-07 12:50.39,299
2019-11-07 12:50.41,283
2019-11-07 12:50.43,295
2019-11-07 12:50.45,295
2019-11-07 12:50.47,304
2019-11-07 12:50.49,283
2019-11-07 12:50.54,0
2019-11-07 12:50.56,456
2019-11-07 12:50.58,392
2019-11-07 12:51.00,356
2019-11-07 12:51.02,311
2019-11-07 12:51.04,311
2019-11-07 12:51.07,294
2019-11-07 12:51.09,313
2019-11-07 12:51.11,288
2019-11-07 12:51.13,298
2019-11-07 12:51.15,308
2019-11-07 12:51.17,308
2019-11-07 12:51.19,286
2019-11-07 12:51.21,302
2019-11-07 12:51.23,313
2019-11-07 12:51.25,280
2019-11-07 12:51.27,302
2019-11-07 12:51.29,292
2019-11-07 12:51.31,292
2019-11-07 12:51.33,285
2019-11-07 12:51.35,306
2019-11-07 12:51.37,287
2019-11-07 12:51.39,289
2019-11-07 12:51.41,306
2019-11-07 12:51.43,306
2019-11-07 12:51.51,0
2019-11-07 12:51.53,473
2019-11-07 12:51.55,380
2019-11-07 12:51.57,354
2019-11-07 12:51.59,315
2019-11-07 12:52.01,315
2019-11-07 12:52.03,294
2019-11-07 12:52.05,309
2019-11-07 12:52.07,311
2019-11-07 12:52.09,288
2019-11-07 12:52.13,0
2019-11-07 12:52.15,474
2019-11-07 12:52.17,390
2019-11-07 12:52.19,335
2019-11-07 12:52.21,333
2019-11-07 12:52.31,0
2019-11-07 12:52.33,461
2019-11-07 12:52.35,380
2019-11-07 12:52.37,352
2019-11-07 12:52.39,333
2019-11-07 12:52.41,333
2019-11-07 12:52.43,304
2019-11-07 12:52.45,293
2019-11-07 12:52.47,311
2019-11-07 12:52.49,296
2019-11-07 12:52.51,289
2019-11-07 12:52.53,289
2019-11-07 12:52.55,309
2019-11-07 12:52.57,295
2019-11-07 12:52.59,289
2019-11-07 12:53.02,289
2019-11-07 12:53.07,0
2019-11-07 12:53.09,458
2019-11-07 12:53.11,393
2019-11-07 12:53.13,336
2019-11-07 12:53.15,316
2019-11-07 12:53.17,316
2019-11-07 12:53.19,320
2019-11-07 12:53.21,303
2019-11-07 12:53.23,289
2019-11-07 12:53.25,314
2019-11-07 12:53.27,299
2019-11-07 12:53.29,299
2019-11-07 12:53.31,284
2019-11-07 12:53.33,307
2019-11-07 12:53.35,302
2019-11-07 12:53.41,0
2019-11-07 12:53.43,458
2019-11-07 12:53.45,399
2019-11-07 12:53.47,357
2019-11-07 12:53.49,314
2019-11-07 12:53.51,314
2019-11-07 12:53.53,322
2019-11-07 12:53.55,309
2019-11-07 12:53.57,291
2019-11-07 12:53.59,311
2019-11-07 12:54.01,290
2019-11-07 12:54.05,0
2019-11-07 12:54.07,458
2019-11-07 12:54.10,395
2019-11-07 12:54.12,359
2019-11-07 12:54.14,314
2019-11-07 12:54.16,314
2019-11-07 12:54.18,301
2019-11-07 12:54.20,314
2019-11-07 12:54.22,312
2019-11-07 12:54.24,291
2019-11-07 12:54.26,292
2019-11-07 12:54.44,0
2019-11-07 12:54.46,489
2019-11-07 12:54.48,381
2019-11-07 12:54.50,358
2019-11-07 12:54.52,334
2019-11-07 12:54.54,334
2019-11-07 12:54.56,318
2019-11-07 12:54.58,294
2019-11-07 12:55.00,301
2019-11-07 12:55.02,311
2019-11-07 12:55.04,290
2019-11-07 12:55.06,290
2019-11-07 12:55.08,307
2019-11-07 12:55.10,311
2019-11-07 12:55.12,310
2019-11-07 12:55.14,288
2019-11-07 12:55.18,0
2019-11-07 12:55.20,460
2019-11-07 12:55.22,382
2019-11-07 12:55.24,358
2019-11-07 12:55.26,315
2019-11-07 12:55.28,315
2019-11-07 12:55.30,305
2019-11-07 12:55.32,314
2019-11-07 12:55.34,291
2019-11-07 12:55.36,302
2019-11-07 12:55.38,312
2019-11-07 12:55.44,0
2019-11-07 12:55.46,462
2019-11-07 12:55.48,405
2019-11-07 12:55.50,341
2019-11-07 12:55.52,324
2019-11-07 12:55.56,0
2019-11-07 12:55.58,461
2019-11-07 12:56.00,382
2019-11-07 12:56.02,357
2019-11-07 12:56.04,332
2019-11-07 12:56.06,332
2019-11-07 12:56.08,301
2019-11-07 12:56.10,294
2019-11-07 12:56.15,0
2019-11-07 12:56.17,456
2019-11-07 12:56.19,401
2019-11-07 12:56.21,358
2019-11-07 12:56.41,0
2019-11-07 12:56.43,476
2019-11-07 12:56.45,381
2019-11-07 12:56.47,345
2019-11-07 12:56.49,333
2019-11-07 12:56.51,333
2019-11-07 12:56.53,303
2019-11-07 12:56.57,0
2019-11-07 12:56.59,479
2019-11-07 12:57.01,382
2019-11-07 12:57.03,357
2019-11-07 12:57.05,333
2019-11-07 12:57.07,333
2019-11-07 12:57.09,300
2019-11-07 12:57.11,315
2019-11-07 12:57.13,310
2019-11-07 12:57.15,290
2019-11-07 12:57.17,297
2019-11-07 12:57.19,297
2019-11-07 12:57.23,0
2019-11-07 12:57.25,472
2019-11-07 12:57.27,404
2019-11-07 12:57.29,344
2019-11-07 12:57.31,334
2019-11-07 12:57.36,0
2019-11-07 12:57.38,502
2019-11-07 12:57.40,388
2019-11-07 12:57.42,336
2019-11-07 12:57.44,311
2019-11-07 12:57.46,311
2019-11-07 12:57.48,316
2019-11-07 12:57.50,317
2019-11-07 12:57.52,294
2019-11-07 12:57.54,285
2019-11-07 12:57.56,306
2019-11-07 12:57.58,306
2019-11-07 12:58.00,292
2019-11-07 12:58.02,293
2019-11-07 12:58.04,310
2019-11-07 12:58.06,290
2019-11-07 12:58.08,299
2019-11-07 12:58.10,311
2019-11-07 12:58.12,311
2019-11-07 12:58.14,291
2019-11-07 12:58.16,307
2019-11-07 12:58.21,0
2019-11-07 12:58.23,474
2019-11-07 12:58.25,398
2019-11-07 12:58.27,336
2019-11-07 12:58.29,329
2019-11-07 12:58.31,329
2019-11-07 12:58.33,322
2019-11-07 12:58.35,293
2019-11-07 12:58.37,295
2019-11-07 12:58.41,0
2019-11-07 12:58.43,476
2019-11-07 12:58.45,404
2019-11-07 12:58.47,339
2019-11-07 12:58.49,313
2019-11-07 12:58.51,313
2019-11-07 12:58.53,319
2019-11-07 12:58.55,309
2019-11-07 12:58.57,308
2019-11-07 12:58.59,290
2019-11-07 12:59.01,283
2019-11-07 12:59.03,283
2019-11-07 12:59.05,289
2019-11-07 12:59.07,303
2019-11-07 12:59.13,0
2019-11-07 12:59.15,444
2019-11-07 12:59.17,369
2019-11-07 12:59.19,344
2019-11-07 12:59.21,320
2019-11-07 12:59.23,320
2019-11-07 12:59.28,0
2019-11-07 12:59.30,467
2019-11-07 12:59.32,391
2019-11-07 12:59.34,327
2019-11-07 12:59.36,317
2019-11-07 12:59.38,317
2019-11-07 12:59.40,309
2019-11-07 12:59.42,288
2019-11-07 12:59.44,274
2019-11-07 12:59.49,0
2019-11-07 12:59.51,443
2019-11-07 12:59.53,388
2019-11-07 12:59.57,0
2019-11-07 12:59.59,464
2019-11-07 13:00.01,375
2019-11-07 13:00.03,322
2019-11-07 13:00.05,318
2019-11-07 13:00.07,318
2019-11-07 13:00.09,309
2019-11-07 13:00.11,285
2019-11-07 13:00.15,0
2019-11-07 13:00.17,450
2019-11-07 13:00.19,372
2019-11-07 13:00.21,346
2019-11-07 13:00.23,323
2019-11-07 13:00.27,0
2019-11-07 13:00.29,457
2019-11-07 13:00.31,372
2019-11-07 13:00.33,324
2019-11-07 13:00.35,319
2019-11-07 13:00.37,319
2019-11-07 13:00.42,0
2019-11-07 13:00.44,448
2019-11-07 13:00.46,353
2019-11-07 13:00.48,371
2019-11-07 13:00.50,302
2019-11-07 13:00.52,302
2019-11-07 13:00.54,305
2019-11-07 13:00.56,305
2019-11-07 13:00.58,282
2019-11-07 13:01.03,0
2019-11-07 13:01.05,483
2019-11-07 13:01.07,402
2019-11-07 13:01.09,332
2019-11-07 13:01.11,314
2019-11-07 13:01.13,314
2019-11-07 13:01.15,314
2019-11-07 13:01.17,303
2019-11-07 13:01.19,283
2019-11-07 13:01.21,292
2019-11-07 13:01.23,302
2019-11-07 13:01.28,0
2019-11-07 13:01.30,464
2019-11-07 13:01.32,375
2019-11-07 13:01.34,331
2019-11-07 13:01.39,0
2019-11-07 13:01.41,456
2019-11-07 13:01.43,377
2019-11-07 13:01.45,351
2019-11-07 13:01.47,311
2019-11-07 13:01.49,311
2019-11-07 13:01.51,285
2019-11-07 13:01.53,325
2019-11-07 13:01.55,275
2019-11-07 13:01.57,282
2019-11-07 13:01.59,309
2019-11-07 13:02.01,309
2019-11-07 13:02.03,272
2019-11-07 13:02.05,270
2019-11-07 13:02.07,299
2019-11-07 13:02.09,271
2019-11-07 13:02.11,308
2019-11-07 13:02.13,287
2019-11-07 13:02.15,287
2019-11-07 13:02.17,282
2019-11-07 13:02.19,297
2019-11-07 13:02.21,279
2019-11-07 13:02.23,297
2019-11-07 13:02.25,291
2019-11-07 13:02.27,291
2019-11-07 13:02.29,279
2019-11-07 13:02.31,295
2019-11-07 13:02.33,300
2019-11-07 13:02.36,282
2019-11-07 13:02.38,297
2019-11-07 13:02.40,297
2019-11-07 13:02.42,299
2019-11-07 13:02.44,273
2019-11-07 13:02.46,362
2019-11-07 13:02.48,251
2019-11-07 13:02.50,259
2019-11-07 13:02.52,363
2019-11-07 13:02.54,363
2019-11-07 13:02.56,227
2019-11-07 13:02.58,265
2019-11-07 13:03.00,316
2019-11-07 13:03.02,258
2019-11-07 13:03.04,311
2019-11-07 13:03.06,311
2019-11-07 13:03.08,274
2019-11-07 13:03.10,301
2019-11-07 13:03.12,316
2019-11-07 13:03.14,262
2019-11-07 13:03.16,311
2019-11-07 13:03.18,311
2019-11-07 13:03.20,287
2019-11-07 13:03.22,278
2019-11-07 13:03.24,316
2019-11-07 13:03.26,269
2019-11-07 13:03.28,303
2019-11-07 13:03.30,309
2019-11-07 13:03.32,309
2019-11-07 13:03.34,261
2019-11-07 13:03.36,318
2019-11-07 13:03.38,266
2019-11-07 13:03.40,307
2019-11-07 13:03.42,274
2019-11-07 13:03.44,274
2019-11-07 13:03.46,291
2019-11-07 13:03.48,289
2019-11-07 13:03.50,263
2019-11-07 13:03.52,313
2019-11-07 13:03.54,283
2019-11-07 13:03.56,283
2019-11-07 13:03.58,270
2019-11-07 13:04.00,298
2019-11-07 13:04.02,292
2019-11-07 13:04.04,266
2019-11-07 13:04.06,323
2019-11-07 13:04.08,323
2019-11-07 13:04.10,275
2019-11-07 13:04.12,266
2019-11-07 13:04.14,284
2019-11-07 13:04.16,252
2019-11-07 13:04.18,249
2019-11-07 13:04.20,293
2019-11-07 13:04.22,293
2019-11-07 13:04.24,274
2019-11-07 13:04.26,283
2019-11-07 13:04.28,292
2019-11-07 13:04.30,288
2019-11-07 13:04.32,297
2019-11-07 13:04.34,297
2019-11-07 13:04.36,278
2019-11-07 13:04.38,298
2019-11-07 13:04.40,276
2019-11-07 13:04.42,298
2019-11-07 13:04.44,281
2019-11-07 13:04.46,281
2019-11-07 13:04.48,276
2019-11-07 13:04.50,295
2019-11-07 13:04.52,291
2019-11-07 13:04.54,278
2019-11-07 13:04.56,329
2019-11-07 13:04.58,267
2019-11-07 13:05.00,267
2019-11-07 13:05.02,312
2019-11-07 13:05.04,318
2019-11-07 13:05.06,261
2019-11-07 13:05.08,322
2019-11-07 13:05.10,264
2019-11-07 13:05.12,264
2019-11-07 13:05.15,301
2019-11-07 13:05.17,309
2019-11-07 13:05.19,262
2019-11-07 13:05.21,315
2019-11-07 13:05.23,299
2019-11-07 13:05.25,299
2019-11-07 13:05.27,262
2019-11-07 13:05.29,323
2019-11-07 13:05.31,270
2019-11-07 13:05.33,283
2019-11-07 13:05.35,319
2019-11-07 13:05.37,319
2019-11-07 13:05.39,282
2019-11-07 13:05.41,267
2019-11-07 13:05.43,318
2019-11-07 13:05.45,257
2019-11-07 13:05.47,284
2019-11-07 13:05.49,286
2019-11-07 13:05.51,286
2019-11-07 13:05.53,277
2019-11-07 13:05.55,295
2019-11-07 13:05.57,282
2019-11-07 13:05.59,279
2019-11-07 13:06.01,290
2019-11-07 13:06.03,290
2019-11-07 13:06.05,292
2019-11-07 13:06.07,272
2019-11-07 14:23.17,0
2019-11-07 14:23.19,0
2019-11-07 14:23.21,0
2019-11-07 14:23.23,399
2019-11-07 14:23.25,360
2019-11-07 14:23.27,360
2019-11-07 14:23.29,318
2019-11-07 14:23.31,299
2019-11-07 16:02.02,0
2019-11-07 16:02.04,02
2019-11-07 16:02.06,05
2019-11-07 16:02.08,07
2019-11-07 16:02.10,09
2019-11-07 16:02.12,09
2019-11-07 16:02.14,12
2019-11-07 16:02.16,14
2019-11-07 16:02.18,17
2019-11-07 16:02.20,19
2019-11-07 16:02.22,22
2019-11-07 16:03.07,0
2019-11-07 16:03.09,382
2019-11-07 16:03.11,326
2019-11-07 16:03.13,282
2019-11-07 16:03.15,253
2019-11-07 16:03.17,253
2019-11-07 16:03.19,231
2019-11-07 16:03.21,237
2019-11-07 16:03.23,219
2019-11-07 16:03.25,214
2019-11-07 16:03.27,210
2019-11-07 16:03.35,0
2019-11-07 16:03.37,422
2019-11-07 16:03.39,354
2019-11-07 16:03.41,310
2019-11-07 16:03.43,281
2019-11-07 16:03.45,281
2019-11-07 16:03.47,265
2019-11-07 16:03.49,257
2019-11-07 16:03.51,250
2019-11-07 16:03.53,243
2019-11-07 16:03.55,231
2019-11-07 16:03.57,231
2019-11-07 16:03.59,237
2019-11-07 16:04.01,241
2019-11-07 16:04.03,240
2019-11-07 16:04.07,0
2019-11-07 16:04.09,07
2019-11-07 16:04.11,10
2019-11-07 16:04.13,12
2019-11-07 16:04.15,14
2019-11-07 16:04.17,14
2019-11-07 16:04.19,17
2019-11-07 16:04.21,19
2019-11-07 16:04.23,22
2019-11-07 16:04.25,24
2019-11-07 16:04.27,26
2019-11-07 16:04.34,0
2019-11-07 16:04.36,34
2019-11-07 16:04.38,36
2019-11-07 16:04.40,39
2019-11-07 16:04.42,41
2019-11-07 16:04.44,41
2019-11-07 16:04.46,43
2019-11-07 16:04.48,46
2019-11-07 16:04.50,48
2019-11-07 16:04.52,51
2019-11-07 16:04.54,53
2019-11-07 16:04.56,53
2019-11-07 16:04.58,55
2019-11-07 16:05.00,58
2019-11-07 16:05.34,0
2019-11-07 16:05.36,0
2019-11-07 16:05.38,0
2019-11-07 16:05.40,38
2019-11-07 16:05.42,41
2019-11-07 16:05.44,43
2019-11-07 16:05.46,45
2019-11-07 16:05.48,45
2019-11-07 16:05.50,48
2019-11-07 16:05.52,50
2019-11-07 16:05.54,53
2019-11-07 16:05.56,55
2019-11-07 16:05.58,57
2019-11-07 16:06.00,57
2019-11-07 16:06.02,0
2019-11-07 16:06.04,2
2019-11-07 16:06.06,5
2019-11-07 16:06.08,7
2019-11-07 16:06.10,9
2019-11-07 16:06.12,12
2019-11-07 16:06.14,12
2019-11-07 16:06.16,14
2019-11-07 16:06.18,17
2019-11-07 16:06.20,19
2019-11-07 16:06.22,21
2019-11-07 16:06.24,24
2019-11-07 16:06.26,24
2019-11-07 16:06.29,26
2019-11-07 16:06.31,29
2019-11-07 16:06.33,31
2019-11-07 16:06.35,33
2019-11-07 16:06.37,36
2019-11-07 16:06.39,36
2019-11-07 16:06.41,38
2019-11-07 16:06.43,41
2019-11-07 16:06.45,43
2019-11-07 16:06.47,45
2019-11-07 16:06.49,48
2019-11-07 16:06.51,48
2019-11-07 16:06.53,50
